mean,variance,std_dev,signal_energy,rms,peak_to_peak,delta_power,theta_power,alpha_power,beta_power,gamma_power,file_name
2.8918721015377105,427.4681716721946,20.675303423945067,1785600.0,20.87656810694341,175.0,351429071.16507894,527831522.8486038,477504513.05972385,1315021723.9554932,799172650.1946146,D026.txt
-40.00488162069807,3917.5508670655568,62.59034164362387,22607006.0,74.28284741817335,430.0,5282323264.78635,7640751642.668028,7453878167.715521,9068147288.557768,2786205877.226345,D027.txt
-34.71320478398828,1561.7080828950905,39.51845243547741,11335230.0,52.5995690977616,304.0,663774549.5066488,626996635.4267724,1814742731.181304,6847442621.1195135,2932730303.7582293,D028.txt
-13.156700024408103,10788.589064824098,103.86813305737279,44910035.0,104.69807935371287,914.0,28573915960.856773,26357312474.5258,15467287844.50669,8281782188.968291,11064739727.472853,D029.txt
-38.859409323895534,20723.485726085077,143.95654110211552,91090811.0,149.10915270058754,1057.0,44826276957.288475,47769110200.88864,23696556565.011013,30889771765.00018,24801771746.16165,D030.txt
-9.058579448376861,7943.746629468486,89.12769844144124,32881721.0,89.5868544547192,836.0,2124158314.7249272,5794006368.489042,14367198419.594624,18508054797.341324,21024920508.363605,D031.txt
-19.669758359775447,6750.543857227429,82.16169336879219,29242105.0,84.48339038627289,685.0,17285711205.3005,8500036626.65325,3418406277.677529,10436621109.487194,11991134787.97951,D032.txt
-10.485477178423237,1736.635437122801,41.67295810382077,7565441.0,42.971859033349205,329.0,722609535.7965604,1698041567.1100497,1055706148.6675448,6689102759.836134,4213762877.110149,D033.txt
1.4515499145716377,594.6621021864883,24.385694621775453,2444963.0,24.428857921339286,176.0,210630878.6613539,814090001.6345899,780835212.7436945,1365878996.2573123,1699950887.3581533,D034.txt
-9.117647058823529,1734.016913379948,41.64152871089086,7444857.0,42.62802366131019,253.0,382348294.44762117,1549230365.9417288,2178724922.66524,2752169222.5043244,7609670603.023069,D035.txt
-4.3365877471320475,1395.2191470580192,37.35263239797189,5793261.0,37.6035256371872,271.0,1772838567.7617598,3340268178.701792,940103803.5834421,1807422105.8156176,3758646082.761423,D036.txt
23.210397852086892,2277.4553666222846,47.722692365606164,11537881.0,53.06767316431393,357.0,2484297892.496119,2521404063.4073253,1963589341.5326612,2510560998.8521056,8596112464.53149,D037.txt
-11.993409812057603,2981.58965634975,54.603934440200824,12804893.0,55.90555907304487,342.0,3733908548.7286415,3474292773.8965573,3489562423.501096,9213309841.726236,4722127947.959715,D038.txt
-16.458140102514033,3815.0532270020944,61.76611714364191,16740029.0,63.921229670869714,419.0,2568336335.561057,7287916702.876409,8841746203.702644,9952096549.47338,3181190572.6901107,D039.txt
0.7815474737612887,923.8719758332967,30.395262391255923,3787606.0,30.40530862015775,200.0,1261450893.7973318,1504539737.154103,1433884927.6781375,1716847176.618157,1618637479.34336,D040.txt
-9.065413717354161,5600.63326070875,74.83737876695542,23282493.0,75.38444790920434,751.0,7449483890.673766,11302755697.54506,10390838394.483526,11690398357.253147,5656418154.85909,D041.txt
13.31828166951428,679.3744107158784,26.064811733750897,3510109.0,29.27030982658705,175.0,726119047.5539784,1100012611.0479858,978054339.0470415,1542330431.1472836,1200445983.23779,D042.txt
22.897730046375397,4164.455979714286,64.5325962573511,19209858.0,68.47453556608448,459.0,1873420603.8236048,2943692307.739332,2607661685.0089655,3998031409.261431,22847595959.052242,D043.txt
-72.59604588723457,2684.2041630323097,51.809305757096475,32589136.0,89.1873872332505,375.0,983033862.7576287,2019410098.7476547,2714519326.3036914,11482878630.412745,4930103263.524427,D044.txt
-12.377593360995851,2047.4783654065268,45.249070326433525,9016199.0,46.91143978622586,357.0,2077228108.5268278,3188388793.663065,2044392991.3859794,4312103472.3000555,4919992828.838028,D045.txt
23.180864046863558,2164.793014337631,46.527336205048655,11070690.0,51.982164944303754,294.0,1888653872.5938468,3935906064.795969,1903231457.6555858,2610199812.667589,7203846594.111845,D046.txt
54.94630217232121,3257.8506679223606,57.07758463637333,25716651.0,79.2271846674763,363.0,2087245615.9257622,2939805405.83055,4306210431.683509,9804421367.941875,7119542628.412661,D047.txt
12.056870881132536,3996.600378102196,63.21867111939475,16969645.0,64.3581270201868,406.0,2654341952.0466976,2900220530.147091,5780544777.031271,12986316328.897312,8184505596.666519,D048.txt
-8.256773248718575,1625.8901329124599,40.32232796990347,6940582.0,41.15901404787552,309.0,2846123026.495344,3658989327.7369785,2006184611.9435728,2200625963.2967825,2713649859.76584,D049.txt
7.2946058091286305,4406.675472489231,66.38279500359435,18272156.0,66.78238350343453,503.0,6519005555.940506,9978049477.797773,7639977367.4133835,9865204662.472366,2817254863.6799145,D050.txt
-9.123505003661215,5361.5009779028915,73.22227105125114,22307097.0,73.78847688802584,465.0,2040230668.4686968,4478800932.991315,20884634019.089375,4893785142.012694,11784816850.892376,D051.txt
-17.02782523797901,1474.0504827734612,38.39336508790889,7227097.0,41.99996803699517,318.0,946522082.5159973,2055391283.703611,2661707893.999682,4040833753.381977,2503861252.773189,D052.txt
-5.089089577739809,2164.3867420805773,46.522970047929846,8973600.0,46.80048690783929,311.0,3116275186.763196,5035728570.297024,3808869506.366388,4325043361.782569,1696283948.053588,D053.txt
-17.196973395167195,4373.231155106199,66.13041021425921,19128758.0,68.32984010708856,519.0,1726682198.422362,2932627483.662079,3602033870.311088,7104002030.861285,20552023926.900536,D054.txt
-2.2858188918721014,3524.956384202494,59.371343122776786,14463153.0,59.41532926954906,440.0,2391357356.5761905,4611841436.604174,5502525923.926842,11455111471.894447,5067824850.462751,D055.txt
10.959726629240908,1522.5502452755247,39.019869877736966,6730002.0,40.52981437242486,257.0,531018251.0929806,1266949323.8692267,1975831527.0166829,5979305238.690258,2615509511.374834,D056.txt
28.16060532096656,2422.29639289695,49.2168303824713,13173150.0,56.703757238301236,356.0,2748788076.008733,5222429168.532291,4811377710.456718,5539096652.02384,1856567689.3313217,D057.txt
-4.462533561142299,1114.2730043694496,33.38072803833747,4646765.0,33.6776960339298,208.0,319828597.8477131,1276607779.7770238,1613284074.0524018,1894582868.4691963,4131278764.7242904,D058.txt
-7.343910178179155,1948.8045961823154,44.14526697373474,8205216.0,44.75195652580431,318.0,864243213.4873809,2592883428.1246147,3890722645.6431003,5994570982.020432,2843128466.68715,D059.txt
-21.078594093238955,99247.95525816498,315.03643481058657,408439199.0,315.7408152062583,2195.0,104168968187.57375,126297946902.9823,224616301421.61835,230794059384.7907,118472497209.62457,D060.txt
6.609470344154259,10732.899964010408,103.5997102506103,44151669.0,103.81033215552614,780.0,22695337557.663937,22306684173.084755,12472434992.334917,18409261420.52179,12244151814.363064,D061.txt
-8.744691237490846,3639.106894565393,60.32501052271266,15222717.0,60.95552903063382,465.0,4812622331.251351,7283586552.613935,5807376723.366108,9295079259.620571,3188045726.690326,D062.txt
-9.623627044178667,1991.7856072497252,44.62942535199983,8539786.0,45.65522757292063,318.0,3628635115.716796,2989512322.395238,3457906155.8052225,3195781500.8259773,3197468594.8050666,D063.txt
-16.791554796192337,4577.75445150011,67.65910471991268,19910235.0,69.71162574473242,680.0,6773150537.902252,8170284469.53377,7663140009.131991,9265400703.390274,5711731250.295412,D064.txt
-12.618989504515499,2751.7925903384303,52.45753130236334,11926496.0,53.95397563158347,425.0,1888454646.3490283,2406927683.545004,2229854483.7989388,5013628318.922265,10311852157.207785,D065.txt
-16.297778862582376,2961.8722747834145,54.42308586237475,13223026.0,56.8110013169725,364.0,324884488.1594331,711030403.6362801,6772403121.496753,13543764069.171892,3334687978.346595,D066.txt
-15.857700756651209,2365.160859053241,48.63291949958629,10720323.0,51.152981656407256,365.0,1348850068.90605,3999074979.4381156,4910416705.59985,6335345520.436693,3046806461.4498124,D067.txt
28.35513790578472,1170.5253293500323,34.21294096317989,8089687.0,44.43578709785731,233.0,326993893.074593,1654516046.745526,1846166726.8686795,2264931794.727523,3595224278.0342703,D068.txt
-39.81742738589212,686.4348146655229,26.199901043048293,9307820.0,47.664057090183945,197.0,674796966.3007408,935308748.2416091,1050462659.325607,1501803270.1958125,1490678209.385086,D069.txt
2.022943617280937,12691.757833365871,112.6577020596722,52014898.0,112.67586313955873,969.0,9252337804.68484,37175844537.363655,18533772146.58607,16042827195.285107,20628175451.65261,D070.txt
-7.480839638760068,627.4021835273719,25.047997595164606,2799747.0,26.141253704216556,172.0,400411556.04481447,674510665.6176363,912640831.5618303,1865718946.1375458,1305351289.7663412,D071.txt
-9.988284110324628,849.5610050371724,29.14722980039737,3889392.0,30.811147731068633,390.0,890316013.8874899,1121692499.336203,1165099731.2341785,2062841637.1983333,1651759276.824809,D072.txt
-30.079326336343666,34623.541913336754,186.07402267199137,145559477.0,188.4895429093747,1216.0,34321285546.93184,36056066968.84444,77758404367.93071,97598049633.28572,38943060688.72977,D073.txt
-0.3353673419575299,4475.345180686392,66.89802075313135,18335950.0,66.89886136505199,484.0,1834377974.0016341,5404678366.552652,5604315947.887591,11102025732.22297,12047757023.910282,D074.txt
28.803758847937516,545.8604398617871,23.36365638896847,5635493.0,37.0879625165892,140.0,238065782.62776673,472323781.60063726,573930711.5607668,1813347616.3197281,1387915870.2939482,D075.txt
-51.76470588235294,50007.44085342216,223.62343538507355,215858744.0,229.53654530054396,1472.0,67489220341.6884,107775589806.10599,77671674830.78221,92367031051.73463,68017952481.06473,D076.txt
-28.534049304369052,2489.2158897051604,49.89204234850644,13534062.0,57.47528042044966,383.0,1470977489.3257322,2411242236.4731755,2727707762.9450016,4322965155.340375,8821730024.916477,D077.txt
-6.658286551134977,2042.3469858851818,45.19233326445075,8549127.0,45.68019007931344,328.0,1448141564.0415905,3507956919.9225693,2063719720.6578996,3166447443.6523438,6331831011.08991,D078.txt
-44.78081523065658,2818.5026048516306,53.08957152635186,19763207.0,69.45375452467516,386.0,3726035869.465457,6079161874.998473,5434316835.755962,6480996413.511354,1663848703.8496141,D079.txt
-7.415670002440811,2121.1904110290075,46.05638295642643,8915820.0,46.64957205177887,344.0,1086643063.7103946,1831962487.1796417,2447037388.384382,2889935025.494263,8553242834.9315815,D080.txt
22.918476934342202,588.5488824252062,24.26002643084311,4563261.0,33.3737242065548,167.0,190266606.92362756,386311228.33683556,604378854.0198306,2121806301.6625257,1515660534.1836975,D081.txt
-37.65608982182084,5753.144356982901,75.84948488277887,29380101.0,84.68249794173492,423.0,829172553.5900284,5812919496.378545,31075278251.00552,5481234914.970094,4763420178.628567,D082.txt
-38.078594093238955,585.2401007327258,24.191736207488823,8338294.0,45.11340630954815,150.0,706616929.3965666,776474284.0513045,572675063.3615303,1417901052.5891135,1324479918.3267863,D083.txt
10.873077861850135,2201.7778863773888,46.92310610325566,9505047.0,48.16639605126425,298.0,2978982289.9437456,3843444388.1625147,2732854661.809321,5171841889.59885,3331059817.6476426,D084.txt
-41.12594581401025,371.68635878935083,19.279169037833316,8452233.0,45.42058759952648,143.0,136063266.15742794,221665094.74241528,190159884.19982296,1015735284.7296627,1416428771.3740058,D085.txt
22.623382963143765,20258.387571372255,142.3319625782356,85095530.0,144.11871852077132,1036.0,30280176564.901943,22954727957.903378,34701102031.75342,43490094905.104294,19942830031.07974,D086.txt
27.866487673907738,558.2040441195088,23.626342165462447,5468451.0,36.53416455045278,162.0,386621627.97545946,430040874.694047,918996126.7722514,2072902645.6147618,800801560.1473215,D087.txt
0.35855504027337076,428.1474939335705,20.6917252527084,1754647.0,20.69483161686695,126.0,224445682.2339791,360232477.8985203,391989289.26826835,1274704592.3011837,1234352141.0243924,D088.txt
55.125457651940444,3675.7719098772036,60.628144535992554,27509667.0,81.9425896052418,484.0,2098852853.402474,2838210622.756551,4036421791.4508333,12105611465.056276,8645044798.95116,D089.txt
-33.78789358066878,5729.041415553234,75.6904314662906,28149107.0,82.88946355340848,530.0,6451421971.491861,8245259163.438155,10300064642.86974,15283958099.429506,7478611355.115214,D090.txt
5.626311935562607,7764.22135308112,88.11481914570965,31939707.0,88.29426220925896,550.0,6242935331.908519,8285584810.143663,11073672103.011806,25592268350.401085,12909045464.795494,D091.txt
-31.934830363680742,4119.976470516745,64.1870428553672,21057801.0,71.692467253358,584.0,748662962.5211492,1552727829.1794095,5625003684.883783,16963647252.667265,9264802051.987038,D092.txt
-4.507932633634367,935.7095416620471,30.589369749343433,3916859.0,30.919750941613884,210.0,1761468267.1236825,1660683302.4824076,1612138109.581194,1717078186.8346713,901863374.9332364,D093.txt
-44.61020258725897,1844.1119095757513,42.943124124541185,15708644.0,61.92077264094851,334.0,676360500.5847466,855820577.6670485,1915726561.2879403,7631564037.199021,3942667875.756792,D094.txt
-2.580180619965829,4048.3177717027925,63.626392100313154,16613233.0,63.67868641652747,467.0,4430307271.102082,8110289228.955899,8194161220.221982,9669508192.849712,2869075739.692621,D095.txt
12.86599951183793,4293.963737791554,65.52834301118527,18270562.0,66.7794705072612,465.0,2241342570.0670323,4075459487.6022468,5083050136.379137,14563916855.13081,8918404178.825577,D096.txt
54.505247742250425,5125.059833335011,71.58952320930075,33168828.0,89.97711856232732,474.0,1605569492.061828,5549367167.071629,6762925378.903335,14611124690.50311,12682993287.160667,D097.txt
12.34830363680742,6233.827183478223,78.95458937565455,26164703.0,79.91437784394628,803.0,4542002229.570804,5994258644.685396,9247249839.161291,23913890943.107826,8098857836.1875,D098.txt
-8.686355870148889,657.8803923097734,25.649179174191392,3004466.0,27.080125011023185,174.0,221147586.2182533,807751741.3810024,948556012.3620813,1476541925.6036522,1966431310.887389,D099.txt
-36.14742494508177,854.4156591001148,29.230389308049162,8853830.0,46.4871163792769,202.0,373272747.13414675,830628694.0581379,1300973824.2539477,2456602926.0099716,2062363930.5120761,D100.txt
